year,fund,recipient,location,artform,amount_awarded
2025,Festivals Investment Scheme,Nyah Festival,Cavan County Council,Traditional Arts,16600
2025,Festivals Investment Scheme,OFFline Film,Offaly County Council,Film,12500
2025,Festivals Investment Scheme,Oidhreacht an Chlair,Clare County Council,Traditional Arts,15832
2025,Festivals Investment Scheme,Open Ear,Cork County Council,Music,21500
2025,Festivals Investment Scheme,Ortus Festival,Cork City Council,Music,24000
2025,Festivals Investment Scheme,Patrick O’Keefe Traditional Music Festival,Kerry County Council,Traditional Arts,15000
2025,Festivals Investment Scheme,Pitch’d Productions Ltd,Cork City Council,Circus,10000
2025,Festivals Investment Scheme,Polish Arts Festival,Limerick City and County Council,Multidisciplinary Arts,10500
2025,Festivals Investment Scheme,Portumna Arts Group,Galway County Council,Multidisciplinary Arts,18000
2025,Festivals Investment Scheme,Red Umbrella Film Festival,Dublin City Council,Film,3050
2025,Festivals Investment Scheme,Sample Studios,Cork County Council,Visual Arts,9500
2025,Festivals Investment Scheme,Scoil Acla,Mayo County Council,Traditional Arts,13000
2025,Festivals Investment Scheme,Scoil Cheoil an Earraigh,Kerry County Council,Traditional Arts,25000
2025,Festivals Investment Scheme,Scripts Ireland’s Playwriting Festival,Offaly County Council,Theatre,12600
2025,Festivals Investment Scheme,Seamus Grant Festival,Donegal County Council,Traditional Arts,4000
2025,Festivals Investment Scheme,Sean-Nos Cois Life,Dublin City Council,Traditional Arts,9950
2025,Festivals Investment Scheme,Seán Corcoran Series,Louth County Council,Traditional Arts,5480
2025,Festivals Investment Scheme,Skerries Traditional Music Weekend,Fingal County Council,Traditional Arts,3000
2025,Festivals Investment Scheme,Skibbereen Arts Festival,Cork County Council,Multidisciplinary Arts,40000
2025,Festivals Investment Scheme,Sligo Festival of Baroque Music,Sligo County Council,Music,23731
2025,Festivals Investment Scheme,Sligo Musicfest Ltd.,Sligo County Council,Music,9442
2025,Festivals Investment Scheme,Something In The Water/headford And District Association,Galway County Council,Multidisciplinary Arts,6000
2025,Festivals Investment Scheme,South Sligo Summer School,Sligo County Council,Traditional Arts,10000
2025,Festivals Investment Scheme,Spleodar – Nenagh Community Arts Festival,Tipperary County Council,Children and Young People's Arts,20000
2025,Festivals Investment Scheme,Spraoi Agus Spórt,Donegal County Council,Children and Young People's Arts,7000
2025,Festivals Investment Scheme,Strokestown International Poetry Festival,Roscommon County Council,Literature (Irish language),25000
2025,Festivals Investment Scheme,Suas Educational Development,Ireland,Dance,14000
2025,Festivals Investment Scheme,Summersing!,Cork City Council,Children and Young People's Arts,11900
2025,Festivals Investment Scheme,The Ballincollig Winter Music Festival Committee,Cork County Council,Multidisciplinary Arts,14000
2025,Festivals Investment Scheme,The Eugene O’Neill International Festival Of Theatre,Wexford County Council,Theatre,1040
2025,Festivals Investment Scheme,The Producers,Dublin City Council,Children and Young People's Arts,15000
2025,Festivals Investment Scheme,The Spike Island Literary Festival,Cork County Council,Literature,3000
2025,Festivals Investment Scheme,The Walls Project,Waterford City and County Council,Multidisciplinary Arts,24300
2025,Festivals Investment Scheme,Three Rings Festival,Galway County Council,Theatre,11500
2025,Festivals Investment Scheme,Thurles Circling The Square,Tipperary County Council,Literature,5000
2025,Festivals Investment Scheme,Tionól Niocláis Tóibín,Waterford City and County Council,Traditional Arts,10000
2025,Festivals Investment Scheme,Tipperary Dance,Tipperary County Council,Dance,40000
2025,Festivals Investment Scheme,Trasna Productions,Kilkenny County Council,Multidisciplinary Arts,9010
2025,Festivals Investment Scheme,Tullamore Tradfest,Offaly County Council,Traditional Arts,3000
2025,Festivals Investment Scheme,University Concert Hall Limerick,Limerick County Council,Music,14000
2025,Festivals Investment Scheme,Waterford Arts Festival Limited,Waterford City and County Council,Multidisciplinary Arts,37000
2025,Festivals Investment Scheme,Waterford Chamber Music Festival,Waterford City and County Council,Music,2723
2025,Festivals Investment Scheme,Waterford International Organ Festival,Waterford City and County Council,Music,5500
2025,Festivals Investment Scheme,Westival Westport Music & Arts Festival,Mayo County Council,Multidisciplinary Arts,36000
2025,Festivals Investment Scheme,Westport Festival of Chamber Music,Mayo County Council,Music,26520
2025,Festivals Investment Scheme,Westport Folk And Bluegrass Festival,Mayo County Council,Music,4000
2025,Festivals Investment Scheme,Wex-art,Wexford County Council,Visual Arts,23500
2025,Festivals Investment Scheme,Wicklow Screendance Laboratory,Wicklow County Council,Dance,24000
2025,Festivals Investment Scheme,Write By The Sea,Wexford County Council,Literature,14000
2025,Festivals Investment Scheme,Éigse Dhiarmuid Ui Shúilleabháin,Cork County Council,Traditional Arts,5500
2025,Strategic Funding,Age and Opportunity,Dublin City Council,Participatory Arts,269000
2025,Strategic Funding,Arts & Disability Ireland,Dublin City Council,Participatory Arts,350000
2025,Strategic Funding,Baboró International Arts Festival for Children,Galway City Council,Children and Young People's Arts,438000
2025,Strategic Funding,Ballet Ireland,Meath County Council,Dance,490000
2025,Strategic Funding,Bewley’s Cafe Theatre,Dublin City Council,Theatre,82000
2025,Strategic Funding,Black Church Print Studio,Dublin City Council,Visual Arts,107820
2025,Strategic Funding,Blue Raincoat Theatre Company,Sligo County Council,Theatre,300000
2025,Strategic Funding,Butler Gallery,Kilkenny County Council,Visual Arts,535300
2025,Strategic Funding,Cairde Festival Ltd,Sligo County Council,Festivals and Events,219000
2025,Strategic Funding,Cairdeas na bhFidiléirí,Donegal County Council,Traditional Arts,55000
2025,Strategic Funding,Carlow Arts Festival,Carlow County Council,Festivals and Events,262000
2025,Strategic Funding,Chamber Choir Ireland,Dublin City Council,Music,690000
2025,Strategic Funding,Children’s Books Ireland,Dublin City Council,Children and Young People's Arts,407000
2025,Strategic Funding,Cló Iar-Chonnachta Teo,Galway County Council,Literature (Irish language),98000
2025,Strategic Funding,CoisCeim Dance Theatre,Dublin City Council,Dance,340000
2025,Strategic Funding,Cork International Film Festival,Cork City Council,Film,260500
2025,Strategic Funding,Cork Midsummer Festival,Cork City Council,Festivals and Events,475000
2025,Strategic Funding,Cork Printmakers,Cork City Council,Visual Arts,93990
2025,Strategic Funding,Crash Ensemble,Dublin City Council,Music,330000
2025,Strategic Funding,Create,Dublin City Council,Participatory Arts,410000
2025,Strategic Funding,Dance Ireland,Dublin City Council,Dance,420000
2025,Strategic Funding,Dance Limerick,Limerick City and County Council,Dance,297000
2025,Strategic Funding,Druid Theatre Company,Galway City Council,Theatre,1060000
2025,Strategic Funding,Dublin Dance Festival,Dublin City Council,Dance,581000
2025,Strategic Funding,Dublin Fringe Festival,Dublin City Council,Festivals and Events,592000
2025,Strategic Funding,Dublin International Film Festival,Dublin City Council,Film,187000
2025,Strategic Funding,Dublin Theatre Festival,Dublin City Council,Theatre,1215000
2025,Strategic Funding,Dublin Youth Dance Company,Dublin City Council,Children and Young People's Arts,125000
2025,Strategic Funding,Earagail Arts Festival,Donegal County Council,Festivals and Events,305000
2025,Strategic Funding,eva International,Limerick City and County Council,Visual Arts,385000
2025,Strategic Funding,Fighting Words,Dublin City Council,Children and Young People's Arts,80000
2025,Strategic Funding,Fire Station Artists’ Studios,Dublin City Council,Visual Arts,500000
2025,Strategic Funding,First Music Contact,Dublin City Council,Music,245000
